added,area,lastModified,propertyName,budget,marketValue,agentCpid,assetType,status,requirementId,configuration,requirementDetails,id,added (Type),area (Type),lastModified (Type),propertyName (Type),budget (Type),marketValue (Type),agentCpid (Type),assetType (Type),status (Type),requirementId (Type),configuration (Type),requirementDetails (Type),id (Type)
1738607400,1500,0,Manyata Morefields,"{'from': '', 'to': ''}",Market Value,CPA256,Plot,,RQB171,,Sarjapura Road,RQB171,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738607400,0,0,"New Airport Road, Yelahanka","{'from': '', 'to': ''}",Market Value,CPA403,Plot,,RQB172,,,RQB172,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738607400,6000,0,"Kaggadasapura, Bidralli, Kr puram","{'from': '2', 'to': '3'}",,CPA274,Plot,,RQB173,,"Kaggadasapura, Bidralli, Kr puram",RQB173,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738780200,0,0,Assetz Bloom & Dell,"{'from': '', 'to': ''}",Market Value,CPA017,Apartment,,RQB174,4 BHK,,RQB174,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738780200,0,0,Sumadhura Folium,"{'from': '', 'to': ''}",Market Value,CPA017,Apartment,,RQB175,3 BHK,,RQB175,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738780200,0,0,Sobha Palm Court,"{'from': '', 'to': ''}",Market Value,CPA017,Apartment,,RQB176,3 BHK,,RQB176,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738780200,0,0,TATA Swaram,"{'from': '', 'to': ''}",Market Value,CPA017,Plot,,RQB177,,,RQB177,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738866600,0,0,Sobha Royal Pavillion,"{'from': '', 'to': ''}",Market Value,CPA140,Apartment,,RQB178,4 BHK,South-East facing door,RQB178,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738866600,0,0,Adarsh Palm Retreat,"{'from': '', 'to': ''}",Market Value,CPA085,Villa,,RQB179,,,RQB179,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738866600,0,0,Hiranandani Glen Classic,"{'from': '', 'to': ''}",Market Value,CPA449,Apartment,,RQB180,3 BHK,,RQB180,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738953000,0,0,semi commercial plot ,"{'from': '', 'to': ''}",Market Value,CPA866,Plot,,RQB181,,"jaynagar Preferred in 4th, 5th or 4T block 
Budget - 30,000 per sqft",RQB181,int,int,int,str,dict,str,str,str,str,str,str,str,str
1738953000,0,0,Regency La  Majada,"{'from': '', 'to': ''}",Market Value,CPA767,Apartment,,RQB182,3 Bhk,2 or 3 Bhk in hennur,RQB182,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739125800,0,0,Snn raj eternia,"{'from': '', 'to': ''}",Market Value,CPA807,Apartment,,RQB183,3 BHK,2 or 3 BHK IN NEW TOWERS ,RQB183,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739125800,1200,0,Prestige City Plot,"{'from': '', 'to': ''}",Market Value,CPA690,Plot,,RQB184,,1200 - 1500 Sqft plot in Prestige city,RQB184,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739125800,1841,0,Purva Highland,"{'from': '1.2', 'to': '1.2'}",,CPA695,Apartment,,RQB185,3 BHK,east facing 5-10 floor,RQB185,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739212200,15000,0,Commercial building,"{'from': '', 'to': ''}",Market Value,CPA899,Commercial Building,,RQB186,,10-15000sqft,RQB186,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739298600,0,0,Republic of whitefield,"{'from': '', 'to': ''}",Market Value,CPA607,Apartment,,RQB187,2 BHK,,RQB187,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739298600,0,0,Republic of whitefield,"{'from': '', 'to': ''}",Market Value,CPA607,Apartment,,RQB188,3 BHK,,RQB188,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739298600,0,0,Golden Blossom,"{'from': '', 'to': ''}",Market Value,CPA607,Apartment,,RQB189,2 BHK,,RQB189,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739298600,0,0,Raheja Residency,"{'from': '1.5', 'to': '1.5'}",,CPA695,Apartment,,RQB190,2 BHK,east facing,RQB190,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739298600,0,0,Prestige Pinewoods,"{'from': '1.5', 'to': '1.5'}",,CPA695,Apartment,,RQB191,2 BHK,east facing,RQB191,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739298600,0,0,Prestige Waterford,"{'from': '1.05', 'to': '1.05'}",,CPA720,Apartment,,RQB192,1 BHK,,RQB192,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739298600,0,0,Sattva Laurel Heights,"{'from': '', 'to': ''}",Market Value,CPA690,Apartment,,RQB193,2 BHK,,RQB193,int,int,int,str,dict,str,str,str,str,str,str,str,str
1739298600,0,0,Adarsh Pam Retreat,"{'from': '', 'to': ''}",Market Value,CPA720,Villa,,RQB194,,,RQB194,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733712692,0,1733732492, Peninsula heights,"{'from': 0, 'to': 15}",,INT001,apartment,Pending,RQA117,4 BHK,3 or 4 BHK upto 15 cr,TJBmgkHpHFjIgxLokG0D,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732885533,0,1732905333,Rohan Upavan,"{'from': '', 'to': ''}",Market Value,CPA170,apartment,Pending,RQA098,3 BHK,"3 bhk 
Facing East , North
",UQdPCbOq1bDRwCywymAs,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732859196,2400,1732878996,Brigade owsis,"{'from': '', 'to': ''}",Market Value,INT001,plot,Pending,RQA091,,"Plots , 2400 sqft ",Ujj4iogqlrEdBJff8Erp,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733464050,1800,1733483850,Adarsh park heights ,"{'from': '', 'to': ''}",Market Value,CPA409,apartment,Pending,RQA111,3 BHK,3 bhk east facing phase 1,UmtYj9xs9Vn5q2PQ1aFQ,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732778153,0,1732797953,House of hirandani - Devanahalli airport road,"{'from': 0, 'to': 4}",,CPA000,villa,Pending,RQA080,4BHK,"House of hirandani - Devanahalli airport road 4 BHK, Villa",V5L6vhdkaGMriEEUny6O,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733441956,1200,1733461756,Prestige palms ,"{'from': '', 'to': ''}",Market Value,CPA409,apartment,Pending,RQA105,2 BHK,Need 2 bhk with 2 balcony ,VXfknwTlbFe0lytvOx2d,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734409293,0,1734429093,"Brookfield, ITPL, Whitefield","{'from': '', 'to': ''}",Market Value,CPA058,apartment,Pending,RQA132,2 BHK,"2bhk - Good community - Max 10yrs old, Tyre A builders",W9OJjhWv94X86vrO9kSv,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732924163,1299,1732943963,Prestige Misty Waters ,"{'from': '', 'to': ''}",Market Value,CPA080,apartment,Pending,RQA099,2.5 BHK,2.5 BHK ,X1WZZ9RQ1kDoiSWG4Xoq,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733875333,0,1733895133,Prestige shantiniketan ,"{'from': '', 'to': ''}",Market Value,CPA539,apartment,Pending,RQA122,4 BHK,"4BHK, higher floor ",X7Z9ulwkFG3iTBqdr3lt,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733875130,0,1733894930,Prestige shantiniketan ,"{'from': '', 'to': ''}",Market Value,CPA539,apartment,Pending,RQA121,4 BHK,"4BHK , higher floor ",XwmDOOmw719bdTwTJwEh,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732861789,1700,1732881589,sarjapur road,"{'from': 2.1, 'to': 2.2}",,CPA256,apartment,Pending,RQA094,3 BHK,Ready to move or tenanted 3bhk-3 baths from reputed builder before decathlon flyover,XyxA2GT09Pe6p3UO4UuS,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734162595,1350,1734182395,prestige westwood,"{'to': 2.2, 'from': 2}",,CPA363,apartment,Pending,RQA128,2.5 BHK,2.5 bhk,ZUGO2OJLqtZTLTCly3uE,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733198605,2300,1733218405,Sarjapur road and Whitefield,"{'from': '', 'to': ''}",Market Value,CPA409,apartment,Pending,RQA101,4 BHK,4 bhk vasthu unit ,ZdosITMknpzJgEAM2ETv,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734248740,0,1734268540,Woodsong Around the Mangoes,"{'from': '', 'to': ''}",Market Value,INT003,villa,Pending,RQA131,4BHK,Villa,aQmGQwZkFqM7uhbJN6kG,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733702972,0,1733722772,Prestige Golfshire villas,"{'from': '', 'to': ''}",Market Value,CPA580,villa,Pending,RQA116,4BHK,Large villa ,aWcDxKjCmuCoLbkHLiFv,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732859278,0,1732879078,Prestige Park Grove,"{'from': 0, 'to': 2}",,INT001,apartment,Pending,RQA092,3 BHK,3 bhk ,bwsnVQHGBikFQnlvhtdO,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733280166,0,1733299966,Brigade Lakefront,"{'from': 2.4, 'to': 2.6}",,INT001,apartment,Pending,RQA104,3 BHK,3BHK 2.5cr,dEwDFASpXor862Iksk20,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733278984,0,1733298784,prestige exotica,"{'from': '', 'to': ''}",Market Value,CPA256,apartment,Pending,RQA102,,3/4 bhk - Budget no constraints. Price should be in line with ongoing market price.,eCuYbLZTPyHnNAEx3Un8,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733623053,0,1733642853,Prestige Waterford,"{'from': '', 'to': ''}",Market Value,INT002,apartment,Pending,RQA115,3.5 BHK,,lWvZRcqIsvNfIpbjY9uL,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732872669,1775,1732892469,Prestige water ford,"{'from': 2.6, 'to': 2.85}",,CPA274,apartment,Pending,RQA097,3 BHK,"3 BHK 1775sft middle floor 
",n9yGp5XaKMV5JySkc8IV,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732864767,1400,1732884567,Bannerghatta Road/ Electronic City Phase 1 or 2,"{'from': 1, 'to': 1.15}",,CPA170,apartment,Pending,RQA096,3 BHK,"Bedroom -3 
Facing - West, North ,East
SBA - 1400 sft above 
Middle Floor 
Age of Building - 5 years 
Budget - 1.10 cr
Going for loan 75%

",nArXhXvMmUesLwTG4cdL,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733906687,2229,1733926487,Assetz Marq ,"{'from': '', 'to': ''}",Market Value,CPA603,apartment,Pending,RQA124,4 BHK,4bhk 1-5th floor,oxGjm9Lz5E9L1k2rOGaC,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733559289,0,1733579089,Republic of Whitefield,"{'from': '', 'to': ''}",Market Value,CPA570,apartment,Pending,RQA113,3 BHK,3 BHK in Republic of Whitefield,pBI5BSsYS5eahKAUjvGp,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733987687,0,1734007487,godrej air,"{'from': '', 'to': ''}",Market Value,CPA579,apartment,Pending,RQA125,,4 bhk higher,pLT4st0UgsGo7tSTrbFY,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734921250,3000,1734941050,looking to buy a flat in a society close to MG road,"{'from': 4, 'to': 4}",,CPA638,apartment,Pending,RQA140,3.5 BHK,"Budget of 4 Cr
3.5 or 4.5 BHK
upto 3000 sqft
should be between the 1st and 6th floor
preferred ample greenery
should be close to MG road or Indiranagr
must have a servants quarters
must be part pf a community/society with basic ammenities
",pxLhBfGxdHfZLiPYmHrg,int,int,int,str,dict,str,str,str,str,str,str,str,str
1734578654,0,1734598454,North,"{'from': '', 'to': ''}",Market Value,CPA545,plot,Pending,RQA133,,Want a plot of 2400 sqft,qTffWylkv1whbq8vYscZ,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732778497,3000,1732798297,HSR Layout,"{'from': '', 'to': ''}",Market Value,INT001,villa,Pending,RQA086,4BHK,"HSR Layout 4 BHK, Villa, Penthouse",r5dyL5p6Es7tiWALVGFM,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733460573,4000,1733480373,BASAVANGUDI ,"{'from': 1, 'to': 1.5}",,CPA584,bungalow,Pending,RQA110,4BHK,Required 3/4bhk for RENT,teU2lFTqNHELsFO0y8Sh,int,int,int,str,dict,str,str,str,str,str,str,str,str
1732782083,0,1732801883,Sobha Royal Pavillion,"{'from': 0, 'to': 2.15}",,INT002,apartment,Pending,RQA088,3 BHK,3 BHK in Sobha Royal Pavillion 2.15 Cr Budget,wYvyE9zrZDKgoYVIEv4w,int,int,int,str,dict,str,str,str,str,str,str,str,str
1733278984,0,1733298784,Prestige kenilworth,"{'from': '', 'to': ''}",Market Value,CPA256,apartment,Pending,RQA103,,3/4 bhk - Budget no constraints. Price should be in line with ongoing market price.,zb1gfUze5UDQJikhMFX9,int,int,int,str,dict,str,str,str,str,str,str,str,str
